Price Description,Forward Price,Profit Margin (%)
5th percentile,260.06,36.2
25th percentile,268.32,38.16
45th percentile,274.28,39.5
50th percentile,275.05,39.67
65th percentile,278.48,40.42
75th percentile,280.15,40.77
95th percentile,289.88,42.76
