Price Description,Forward Price,Profit Margin (%)
5th percentile,9.04,-322.9
25th percentile,13.58,-181.52
45th percentile,17.08,-123.83
50th percentile,17.98,-112.63
65th percentile,21.11,-81.1
75th percentile,23.8,-60.63
95th percentile,35.66,-7.21
Close Price,29.22,-30.84
