Price Description,Forward Price,Profit Margin (%)
5th percentile,36.96,-328.19
25th percentile,62.46,-153.38
45th percentile,83.92,-88.58
50th percentile,89.89,-76.06
65th percentile,110.63,-43.05
75th percentile,129.28,-22.42
95th percentile,218.4,27.54
Close Price,128.69,-22.98
