Price Description,Forward Price,Profit Margin (%)
5th percentile,55.16,-241.04
25th percentile,75.5,-149.17
45th percentile,90.06,-108.88
50th percentile,93.81,-100.53
65th percentile,106.37,-76.85
75th percentile,116.67,-61.24
95th percentile,158.92,-18.37
Close Price,127.46,-47.59
