Price Description,Forward Price,Profit Margin (%)
5th percentile,57.82,10.13
25th percentile,67.87,23.44
45th percentile,74.34,30.1
50th percentile,75.89,31.53
65th percentile,80.84,35.72
75th percentile,84.71,38.66
95th percentile,99.49,47.77
Close Price,56.07,7.33
