Price Description,Forward Price,Profit Margin (%)
5th percentile,127.28,-12.49
25th percentile,140.76,-1.72
45th percentile,148.98,3.89
50th percentile,150.95,5.15
65th percentile,157.14,8.88
75th percentile,161.9,11.56
95th percentile,179.05,20.03
Close Price,147.83,3.15
