Price Description,Forward Price,Profit Margin (%)
5th percentile,180.99,-286.94
25th percentile,285.01,-145.72
45th percentile,369.43,-89.57
50th percentile,391.9,-78.7
65th percentile,470.69,-48.79
75th percentile,539.52,-29.8
95th percentile,852.11,17.81
Close Price,709.08,1.24
