Price Description,Forward Price,Profit Margin (%)
5th percentile,178.04,-27.71
25th percentile,220.17,-3.27
45th percentile,248.1,8.35
50th percentile,254.96,10.82
65th percentile,277.03,17.92
75th percentile,294.73,22.85
95th percentile,364.39,37.6
Close Price,238.03,4.47
