Price Description,Forward Price,Profit Margin (%)
5th percentile,96.08,-38.98
25th percentile,114.66,-16.46
45th percentile,126.95,-5.18
50th percentile,129.92,-2.78
65th percentile,139.45,4.25
75th percentile,146.96,9.14
95th percentile,175.9,24.09
Close Price,126.91,-5.22
