Price Description,Forward Price,Profit Margin (%)
5th percentile,93.21,-69.5
25th percentile,109.95,-43.69
45th percentile,120.73,-30.86
50th percentile,123.32,-28.11
65th percentile,131.62,-20.03
75th percentile,138.17,-14.34
95th percentile,162.57,2.82
Close Price,144.58,-9.28
