Price Description,Forward Price,Profit Margin (%)
5th percentile,46.21,-59.49
25th percentile,59.95,-22.94
45th percentile,69.41,-6.18
50th percentile,71.86,-2.56
65th percentile,79.78,7.62
75th percentile,86.21,14.51
95th percentile,112.05,34.23
Close Price,66.91,-10.15
