Price Description,Forward Price,Profit Margin (%)
5th percentile,18.63,-9.5
25th percentile,19.54,-4.4
45th percentile,20.07,-1.64
50th percentile,20.2,-0.99
65th percentile,20.58,0.87
75th percentile,20.86,2.21
95th percentile,21.88,6.76
Close Price,20.13,-1.34
