Price Description,Forward Price,Profit Margin (%)
5th percentile,143.46,0.2
25th percentile,158.96,9.93
45th percentile,168.42,14.99
50th percentile,170.67,16.11
65th percentile,177.76,19.45
75th percentile,183.3,21.89
95th percentile,203.15,29.52
Close Price,156.75,8.66
