Price Description,Forward Price,Profit Margin (%)
5th percentile,17.75,-16.68
25th percentile,20.6,-0.53
45th percentile,22.4,7.54
50th percentile,22.84,9.33
65th percentile,24.22,14.49
75th percentile,25.31,18.17
95th percentile,29.31,29.34
Close Price,21.97,5.74
