Price Description,Forward Price,Profit Margin (%)
5th percentile,18.17,6.44
25th percentile,20.23,15.97
45th percentile,21.51,20.97
50th percentile,21.81,22.05
65th percentile,22.79,25.41
75th percentile,23.55,27.81
95th percentile,26.22,35.16
Close Price,19.91,14.62
