Price Description,Forward Price,Profit Margin (%)
5th percentile,6.38,-226.33
25th percentile,13.42,-55.14
45th percentile,20.36,-2.26
50th percentile,22.45,7.26
65th percentile,30.1,30.83
75th percentile,37.57,44.58
95th percentile,78.41,73.45
Close Price,20.2,-3.07
