Price Description,Forward Price,Profit Margin (%)
5th percentile,13.43,2.9
25th percentile,14.56,10.44
45th percentile,15.23,14.38
50th percentile,15.39,15.27
65th percentile,15.88,17.88
75th percentile,16.26,19.8
95th percentile,17.61,25.95
Close Price,14.97,12.89
