Price Description,Forward Price,Profit Margin (%)
5th percentile,79.9,-8.39
25th percentile,99.36,12.84
45th percentile,112.3,22.89
50th percentile,115.44,24.98
65th percentile,125.82,31.17
75th percentile,134.05,35.4
95th percentile,166.6,48.02
Close Price,83.19,-4.1
