Price Description,Forward Price,Profit Margin (%)
5th percentile,12.24,-117.57
25th percentile,14.49,-83.78
45th percentile,15.96,-66.85
50th percentile,16.32,-63.17
65th percentile,17.45,-52.61
75th percentile,18.36,-45.04
95th percentile,21.81,-22.1
Close Price,16.44,-61.98
