Price Description,Forward Price,Profit Margin (%)
5th percentile,16.87,22.7
25th percentile,23.52,44.56
45th percentile,28.4,54.08
50th percentile,29.66,56.04
65th percentile,33.84,61.47
75th percentile,37.38,65.12
95th percentile,52.03,74.94
Close Price,18.37,29.01
