Price Description,Forward Price,Profit Margin (%)
5th percentile,439.1,-15.1
25th percentile,469.97,-7.54
45th percentile,488.55,-3.45
50th percentile,493.01,-2.52
65th percentile,506.63,0.24
75th percentile,517.19,2.28
95th percentile,553.95,8.76
Close Price,489.77,-3.2
