Price Description,Forward Price,Profit Margin (%)
5th percentile,9.15,-280.11
25th percentile,13.39,-159.75
45th percentile,16.57,-109.9
50th percentile,17.4,-99.89
65th percentile,20.24,-71.84
75th percentile,22.63,-53.69
95th percentile,33.07,-5.17
Close Price,25.76,-35.02
