Price Description,Forward Price,Profit Margin (%)
5th percentile,15.0,-11.13
25th percentile,16.49,-1.09
45th percentile,17.4,4.2
50th percentile,17.61,5.34
65th percentile,18.29,8.86
75th percentile,18.81,11.38
95th percentile,20.68,19.39
Close Price,17.36,3.97
