Price Description,Forward Price,Profit Margin (%)
5th percentile,123.36,-24.64
25th percentile,134.07,-14.68
45th percentile,140.62,-9.34
50th percentile,142.16,-8.16
65th percentile,147.03,-4.57
75th percentile,150.71,-2.02
95th percentile,163.96,6.22
Close Price,149.34,-2.96
