Price Description,Forward Price,Profit Margin (%)
5th percentile,6.16,-228.41
25th percentile,8.27,-144.62
45th percentile,9.77,-107.06
50th percentile,10.14,-99.51
65th percentile,11.4,-77.46
75th percentile,12.43,-62.75
95th percentile,16.69,-21.21
Close Price,15.18,-33.27
