Price Description,Forward Price,Profit Margin (%)
5th percentile,24.69,-62.01
25th percentile,33.31,-20.08
45th percentile,39.62,-0.96
50th percentile,41.2,2.91
65th percentile,46.51,14.0
75th percentile,50.93,21.46
95th percentile,68.7,41.78
Close Price,30.0,-33.33
