Price Description,Forward Price,Profit Margin (%)
5th percentile,10.23,-31.87
25th percentile,16.94,20.37
45th percentile,22.43,39.86
50th percentile,23.95,43.67
65th percentile,29.28,53.93
75th percentile,34.01,60.34
95th percentile,56.03,75.92
Close Price,17.95,24.85
