Price Description,Forward Price,Profit Margin (%)
5th percentile,103.38,16.23
25th percentile,121.04,28.45
45th percentile,132.15,34.47
50th percentile,134.88,35.79
65th percentile,143.55,39.67
75th percentile,150.37,42.41
95th percentile,175.85,50.75
Close Price,96.79,10.53
