Price Description,Forward Price,Profit Margin (%)
5th percentile,234.55,-79.57
25th percentile,281.96,-49.38
45th percentile,312.99,-34.57
50th percentile,320.46,-31.43
65th percentile,344.74,-22.17
75th percentile,363.92,-15.73
95th percentile,437.56,3.74
Close Price,359.84,-17.05
