Price Description,Forward Price,Profit Margin (%)
5th percentile,1.58,-1172.78
25th percentile,3.16,-536.39
45th percentile,4.67,-330.62
50th percentile,5.1,-294.31
65th percentile,6.73,-198.81
75th percentile,8.28,-142.87
95th percentile,16.54,-21.58
