Price Description,Forward Price,Profit Margin (%)
5th percentile,15.36,15.1
25th percentile,20.63,36.79
45th percentile,24.43,46.62
50th percentile,25.39,48.64
65th percentile,28.54,54.31
75th percentile,31.15,58.14
95th percentile,42.07,69.0
Close Price,18.3,28.74
